date,order_date,ship_date,delivery_date,origin_city,destination_city,distance_km,transport_mode,carrier,product_id,supplier,demand_forecast,actual_sales,units_ordered,units_shipped,price_per_unit_INR,cost_per_unit_INR,transport_cost_INR,toll_charges_INR,gst_percent,gst_amount_INR,total_cost_INR,planned_lead_days,actual_lead_days,on_time_delivery,delay_days,damage_rate,return_rate,fuel_price_per_litre_INR,carbon_kg
2024-06-29,2024-06-29,2024-06-29,2024-06-29,Mumbai,Pune,150,Air,Carrier-IN-07,SKU-IN-051,Supplier-IN-16,34,29,27,25,889.23,533.55,1516.28,32.06,5.0,75.81,14962.9,0,0,1,0,0.006,0.035,97.17,22.5
2024-10-23,2024-10-23,2024-10-23,2024-10-23,Mumbai,Pune,150,Road,Carrier-IN-10,SKU-IN-039,Supplier-IN-04,23,21,23,22,527.66,373.62,397.15,74.93,5.0,19.86,8711.58,1,0,1,-1,0.007,0.023,95.58,3.96
2024-10-18,2024-10-18,2024-10-18,2024-10-18,Delhi,Agra,230,Air,Carrier-IN-09,SKU-IN-034,Supplier-IN-16,33,32,36,35,1044.38,587.04,3227.08,222.32,5.0,161.35,24157.15,0,0,1,0,0.0,0.046,95.44,48.3
2025-05-31,2025-05-30,2025-05-30,2025-05-31,Delhi,Agra,230,Road,Carrier-IN-02,SKU-IN-022,Supplier-IN-06,42,40,37,35,900.18,587.16,1001.79,236.67,5.0,50.09,21839.15,2,1,1,-1,0.005,0.022,102.41,9.66
2025-04-14,2025-04-13,2025-04-14,2025-04-14,Lucknow,Kanpur,90,Road,Carrier-IN-03,SKU-IN-001,Supplier-IN-11,40,37,41,40,893.0,512.97,449.84,97.45,5.0,22.49,21088.58,1,1,1,0,0.005,0.048,103.26,4.32
2025-08-04,2025-08-03,2025-08-04,2025-08-04,Lucknow,Kanpur,90,Rail,Carrier-IN-03,SKU-IN-040,Supplier-IN-13,36,32,29,28,674.15,416.76,180.77,31.26,5.0,9.04,11890.35,2,1,1,-1,0.008,0.026,99.96,1.26
2025-06-11,2025-06-11,2025-06-11,2025-06-11,Chennai,Bengaluru,350,Road,Carrier-IN-02,SKU-IN-012,Supplier-IN-05,35,36,40,38,285.54,205.8,1652.02,282.13,5.0,82.6,9837.15,1,0,1,-1,0.007,0.022,102.02,15.96
2024-11-27,2024-11-27,2024-11-28,2024-11-27,Pune,Nashik,160,Road,Carrier-IN-07,SKU-IN-016,Supplier-IN-15,30,31,28,27,438.85,305.88,523.84,51.07,5.0,26.19,8859.86,1,0,1,-1,0.002,0.017,97.1,5.18
2024-12-03,2024-11-30,2024-11-30,2024-12-03,Bengaluru,Hyderabad,570,Road,Carrier-IN-10,SKU-IN-001,Supplier-IN-09,28,27,29,28,767.78,459.83,1938.57,260.3,5.0,96.93,15171.04,2,3,0,1,0.005,0.003,97.44,19.15
2025-01-03,2025-01-01,2025-01-02,2025-01-03,Jaipur,Ajmer,135,Road,Carrier-IN-02,SKU-IN-030,Supplier-IN-10,44,41,46,43,651.76,411.73,711.72,117.96,5.0,35.59,18569.66,1,2,0,1,0.008,0.027,99.34,6.97
2025-02-19,2025-02-18,2025-02-20,2025-02-19,Lucknow,Kanpur,90,Road,Carrier-IN-05,SKU-IN-045,Supplier-IN-04,38,37,41,40,676.09,460.91,447.1,19.41,5.0,22.36,18925.27,2,1,1,-1,0.008,0.04,101.99,4.32
2024-10-29,2024-10-27,2024-10-28,2024-10-29,Chennai,Bengaluru,350,Road,Carrier-IN-04,SKU-IN-009,Supplier-IN-16,26,30,28,26,343.46,193.41,1096.26,258.9,5.0,54.81,6438.63,1,2,0,1,0.005,0.029,95.78,10.92
2025-04-10,2025-04-09,2025-04-09,2025-04-10,Jaipur,Ajmer,135,Air,Carrier-IN-06,SKU-IN-027,Supplier-IN-18,55,54,52,51,901.4,638.19,2867.6,99.94,5.0,143.38,35658.61,1,1,1,0,0.012,0.032,103.25,41.31
2025-07-04,2025-07-03,2025-07-04,2025-07-04,Lucknow,Kanpur,90,Rail,Carrier-IN-04,SKU-IN-044,Supplier-IN-20,34,37,40,39,1026.18,577.67,253.22,93.5,5.0,12.66,22888.51,1,1,1,0,0.007,0.027,101.12,1.76
2025-06-22,2025-06-22,2025-06-22,2025-06-22,Delhi,Agra,230,Road,Carrier-IN-06,SKU-IN-005,Supplier-IN-19,48,48,50,46,657.75,363.98,1311.5,230.78,5.0,65.58,18350.94,1,0,1,-1,0.004,0.035,101.6,12.7
2024-03-04,2024-03-04,2024-03-04,2024-03-04,Ahmedabad,Surat,260,Rail,Carrier-IN-04,SKU-IN-037,Supplier-IN-18,31,33,33,31,1183.29,730.35,573.71,209.42,5.0,28.69,23452.67,1,0,1,-1,0.008,0.041,98.37,4.03
2024-06-17,2024-06-15,2024-06-17,2024-06-17,Chennai,Bengaluru,350,Rail,Carrier-IN-08,SKU-IN-008,Supplier-IN-07,36,36,34,32,642.51,363.88,794.39,280.79,5.0,39.72,12759.06,3,2,1,-1,0.008,0.019,97.65,5.6
2025-08-20,2025-08-18,2025-08-19,2025-08-20,Delhi,Agra,230,Road,Carrier-IN-09,SKU-IN-029,Supplier-IN-02,29,29,26,24,1119.92,827.55,677.37,212.16,5.0,33.87,20784.6,1,2,0,1,0.006,0.021,99.52,6.62
2024-05-15,2024-05-13,2024-05-14,2024-05-15,Ahmedabad,Surat,260,Road,Carrier-IN-10,SKU-IN-004,Supplier-IN-18,25,18,18,16,596.02,374.66,508.49,239.64,5.0,25.42,6768.11,1,2,0,1,0.005,0.036,98.72,4.99
2024-11-11,2024-11-09,2024-11-09,2024-11-11,Jaipur,Ajmer,135,Road,Carrier-IN-05,SKU-IN-053,Supplier-IN-01,32,33,34,32,609.65,378.83,521.77,97.53,5.0,26.09,12767.95,2,2,1,0,0.013,0.027,96.3,5.18
2024-08-11,2024-08-10,2024-08-11,2024-08-11,Kochi,Bengaluru,550,Road,Carrier-IN-07,SKU-IN-023,Supplier-IN-03,21,15,16,15,464.53,304.4,993.02,255.68,5.0,49.65,5864.35,2,1,1,-1,0.012,0.022,95.61,9.9
2024-03-02,2024-03-01,2024-03-02,2024-03-02,Mumbai,Delhi,1400,Air,Carrier-IN-08,SKU-IN-003,Supplier-IN-10,47,48,52,48,1176.31,907.88,27323.52,224.52,5.0,1366.18,72492.46,2,1,1,-1,0.012,0.021,98.3,403.2
2024-07-03,2024-07-01,2024-07-03,2024-07-03,Mumbai,Surat,280,Rail,Carrier-IN-07,SKU-IN-024,Supplier-IN-13,24,15,15,14,1101.41,640.67,277.16,222.63,5.0,13.86,9483.03,2,2,1,0,0.012,0.029,97.01,1.96
2025-01-21,2025-01-20,2025-01-20,2025-01-21,Kolkata,Patna,540,Road,Carrier-IN-09,SKU-IN-009,Supplier-IN-12,41,42,39,37,819.17,463.86,2462.93,184.85,5.0,123.15,19933.75,1,1,1,0,0.009,0.025,100.45,23.98
2024-07-01,2024-07-01,2024-07-02,2024-07-01,Ahmedabad,Surat,260,Road,Carrier-IN-03,SKU-IN-047,Supplier-IN-08,38,39,43,40,808.11,449.81,1261.04,275.9,5.0,63.05,19592.39,1,0,1,-1,0.012,0.02,97.09,12.48
2024-01-24,2024-01-24,2024-01-25,2024-01-24,Bengaluru,Hyderabad,570,Road,Carrier-IN-09,SKU-IN-028,Supplier-IN-18,34,36,39,36,159.05,88.21,2479.88,318.22,5.0,123.99,6097.65,1,0,1,-1,0.012,0.02,96.42,24.62
2024-08-23,2024-08-20,2024-08-20,2024-08-23,Pune,Nashik,160,Road,Carrier-IN-03,SKU-IN-018,Supplier-IN-07,28,24,23,21,222.77,152.15,403.82,98.46,5.0,20.19,3717.62,2,3,0,1,0.006,0.029,95.31,4.03
2024-04-25,2024-04-23,2024-04-24,2024-04-25,Mumbai,Pune,150,Rail,Carrier-IN-07,SKU-IN-040,Supplier-IN-01,48,53,53,49,455.55,341.6,524.94,100.35,5.0,26.25,17389.94,1,2,0,1,0.008,0.014,99.06,3.67
2024-07-30,2024-07-25,2024-07-27,2024-07-30,Mumbai,Delhi,1400,Road,Carrier-IN-01,SKU-IN-029,Supplier-IN-20,30,37,34,32,254.1,176.16,5402.34,241.5,5.0,270.12,11551.08,4,5,0,1,0.009,0.022,95.98,53.76
2024-02-19,2024-02-16,2024-02-19,2024-02-19,Pune,Nashik,160,Rail,Carrier-IN-07,SKU-IN-029,Supplier-IN-08,58,49,52,49,471.76,363.87,556.48,79.39,5.0,27.82,18493.32,3,3,1,0,0.012,0.031,97.8,3.92
2024-08-10,2024-08-10,2024-08-10,2024-08-10,Mumbai,Pune,150,Road,Carrier-IN-05,SKU-IN-015,Supplier-IN-19,23,26,24,22,445.35,287.05,397.27,42.58,5.0,19.86,6774.81,1,0,1,-1,0.01,0.027,95.64,3.96
2025-08-14,2025-08-14,2025-08-14,2025-08-14,Kochi,Bengaluru,550,Rail,Carrier-IN-06,SKU-IN-016,Supplier-IN-10,32,26,29,28,290.73,167.64,1103.17,252.22,5.0,55.16,6104.47,1,0,1,-1,0.009,0.044,99.67,7.7
2025-06-17,2025-06-13,2025-06-14,2025-06-17,Pune,Nashik,160,Road,Carrier-IN-05,SKU-IN-004,Supplier-IN-18,44,43,41,40,202.35,118.27,794.11,115.53,5.0,39.71,5680.15,2,4,0,2,0.01,0.028,101.8,7.68
2024-06-28,2024-06-27,2024-06-27,2024-06-28,Lucknow,Kanpur,90,Road,Carrier-IN-09,SKU-IN-032,Supplier-IN-02,36,31,30,29,1098.35,784.39,316.66,110.5,5.0,15.83,23190.3,1,1,1,0,0.015,0.028,97.21,3.13
2025-10-20,2025-10-19,2025-10-19,2025-10-20,Lucknow,Kanpur,90,Road,Carrier-IN-09,SKU-IN-021,Supplier-IN-14,27,25,26,24,1160.45,776.6,265.21,60.47,5.0,13.26,18977.34,1,1,1,0,0.011,0.03,99.64,2.59
2024-06-01,2024-06-01,2024-06-02,2024-06-01,Bengaluru,Hyderabad,570,Road,Carrier-IN-09,SKU-IN-031,Supplier-IN-08,38,37,40,37,461.74,254.02,2571.67,252.41,5.0,128.58,12351.4,1,0,1,-1,0.011,0.021,98.23,25.31
2024-11-03,2024-11-02,2024-11-04,2024-11-03,Jaipur,Ajmer,135,Road,Carrier-IN-08,SKU-IN-059,Supplier-IN-02,18,19,20,18,899.34,675.36,293.01,87.49,5.0,14.65,12551.63,2,1,1,-1,0.011,0.02,95.97,2.92
2025-02-26,2025-02-26,2025-02-27,2025-02-26,Kolkata,Patna,540,Road,Carrier-IN-03,SKU-IN-025,Supplier-IN-08,50,47,48,45,1040.61,690.33,3022.29,154.7,5.0,151.11,34392.95,1,0,1,-1,0.009,0.021,102.29,29.16
2024-07-27,2024-07-27,2024-07-28,2024-07-27,Chennai,Bengaluru,350,Road,Carrier-IN-08,SKU-IN-055,Supplier-IN-12,33,40,41,40,961.83,552.51,1689.16,264.88,5.0,84.46,24138.9,1,0,1,-1,0.011,0.009,96.09,16.8
2025-07-02,2025-06-29,2025-06-29,2025-07-02,Jaipur,Ajmer,135,Rail,Carrier-IN-01,SKU-IN-018,Supplier-IN-13,35,34,32,30,630.65,457.03,292.29,52.09,5.0,14.61,14069.89,3,3,1,0,0.009,0.012,101.2,2.02
2025-09-11,2025-09-10,2025-09-12,2025-09-11,Kochi,Bengaluru,550,Road,Carrier-IN-02,SKU-IN-013,Supplier-IN-19,30,31,31,30,867.49,513.74,2021.58,287.94,5.0,101.08,17822.8,2,1,1,-1,0.009,0.015,99.2,19.8
2025-07-26,2025-07-25,2025-07-25,2025-07-26,Pune,Nashik,160,Road,Carrier-IN-06,SKU-IN-020,Supplier-IN-01,27,26,29,27,433.23,308.27,532.06,44.41,5.0,26.6,8926.36,1,1,1,0,0.008,0.026,100.27,5.18
2024-07-13,2024-07-12,2024-07-13,2024-07-13,Jaipur,Ajmer,135,Road,Carrier-IN-08,SKU-IN-059,Supplier-IN-08,35,35,32,30,850.31,506.92,489.91,87.48,5.0,24.5,15809.49,2,1,1,-1,0.015,0.041,96.61,4.86
2025-09-10,2025-09-09,2025-09-09,2025-09-10,Jaipur,Ajmer,135,Road,Carrier-IN-04,SKU-IN-036,Supplier-IN-11,23,31,35,34,273.91,198.31,562.39,50.68,5.0,28.12,7383.73,1,1,1,0,0.012,0.037,99.21,5.51
2025-01-24,2025-01-24,2025-01-24,2025-01-24,Delhi,Agra,230,Road,Carrier-IN-06,SKU-IN-020,Supplier-IN-09,26,21,21,20,1185.9,667.5,567.51,254.53,5.0,28.38,14200.42,1,0,1,-1,0.002,0.036,100.62,5.52
2025-06-09,2025-06-09,2025-06-10,2025-06-09,Delhi,Agra,230,Road,Carrier-IN-08,SKU-IN-049,Supplier-IN-11,41,35,33,30,528.1,301.37,857.39,242.97,5.0,42.87,10184.33,1,0,1,-1,0.014,0.034,102.1,8.28
2025-01-14,2025-01-12,2025-01-14,2025-01-14,Chennai,Bengaluru,350,Road,Carrier-IN-10,SKU-IN-056,Supplier-IN-08,51,46,43,39,888.44,570.89,1679.11,269.08,5.0,83.96,24296.86,2,2,1,0,0.001,0.026,100.02,16.38
2024-05-29,2024-05-29,2024-05-29,2024-05-29,Mumbai,Pune,150,Road,Carrier-IN-10,SKU-IN-038,Supplier-IN-14,42,43,48,44,431.34,288.84,805.19,81.2,5.0,40.26,13635.61,1,0,1,-1,0.012,0.037,98.33,7.92
2024-06-05,2024-06-04,2024-06-04,2024-06-05,Pune,Nashik,160,Road,Carrier-IN-07,SKU-IN-037,Supplier-IN-08,29,28,32,31,559.75,382.35,604.4,105.7,5.0,30.22,12593.17,1,1,1,0,0.01,0.027,98.09,5.95
2025-07-17,2025-07-16,2025-07-16,2025-07-17,Lucknow,Kanpur,90,Rail,Carrier-IN-06,SKU-IN-017,Supplier-IN-16,30,24,22,20,915.67,608.98,129.53,70.8,5.0,6.48,12386.41,3,1,1,-2,0.012,0.037,100.6,0.9
2025-10-19,2025-10-18,2025-10-19,2025-10-19,Jaipur,Ajmer,135,Road,Carrier-IN-03,SKU-IN-047,Supplier-IN-12,22,12,12,11,1028.11,616.41,182.31,116.9,5.0,9.12,7088.84,1,1,1,0,0.007,0.037,99.61,1.78
2024-05-23,2024-05-22,2024-05-22,2024-05-23,Jaipur,Ajmer,135,Road,Carrier-IN-03,SKU-IN-059,Supplier-IN-18,45,47,49,48,718.26,527.84,791.25,80.44,5.0,39.56,26247.57,2,1,1,-1,0.005,0.026,98.51,7.78
2024-03-01,2024-02-28,2024-02-29,2024-03-01,Ahmedabad,Surat,260,Road,Carrier-IN-02,SKU-IN-053,Supplier-IN-02,34,28,31,30,1192.26,847.24,951.26,213.68,5.0,47.56,26629.7,1,2,0,1,0.005,0.039,98.26,9.36
2025-02-26,2025-02-26,2025-02-26,2025-02-26,Mumbai,Surat,280,Rail,Carrier-IN-04,SKU-IN-005,Supplier-IN-05,46,48,48,45,535.71,359.44,914.15,284.23,5.0,45.71,17418.89,1,0,1,-1,0.016,0.027,102.29,6.3
2024-08-11,2024-08-11,2024-08-12,2024-08-11,Ahmedabad,Surat,260,Road,Carrier-IN-01,SKU-IN-040,Supplier-IN-20,21,22,20,19,893.14,565.18,594.61,226.98,5.0,29.73,11589.74,1,0,1,-1,0.005,0.004,95.61,5.93
2025-05-14,2025-05-14,2025-05-15,2025-05-14,Mumbai,Pune,150,Road,Carrier-IN-09,SKU-IN-027,Supplier-IN-01,28,39,37,36,326.65,193.93,673.56,70.1,5.0,33.68,7758.82,1,0,1,-1,0.01,0.021,102.89,6.48
2025-06-26,2025-06-25,2025-06-26,2025-06-26,Jaipur,Ajmer,135,Road,Carrier-IN-05,SKU-IN-002,Supplier-IN-17,37,39,41,38,1199.3,707.98,635.42,124.73,5.0,31.77,27695.16,2,1,1,-1,0.001,0.048,101.44,6.16
2025-03-16,2025-03-15,2025-03-16,2025-03-16,Mumbai,Surat,280,Road,Carrier-IN-02,SKU-IN-034,Supplier-IN-05,53,49,49,46,761.25,481.15,1606.5,212.14,5.0,80.33,24031.87,1,1,1,0,0.01,0.035,102.88,15.46
2024-07-15,2024-07-14,2024-07-14,2024-07-15,Kochi,Bengaluru,550,Road,Carrier-IN-06,SKU-IN-018,Supplier-IN-13,32,31,32,31,206.38,118.55,2061.75,222.54,5.0,103.09,6062.43,1,1,1,0,0.008,0.012,96.54,20.46
2025-01-17,2025-01-17,2025-01-17,2025-01-17,Kolkata,Patna,540,Road,Carrier-IN-04,SKU-IN-045,Supplier-IN-08,41,32,29,27,937.67,665.26,1795.18,249.34,5.0,89.76,20096.3,1,0,1,-1,0.009,0.036,100.21,17.5
2024-03-23,2024-03-23,2024-03-24,2024-03-23,Lucknow,Kanpur,90,Air,Carrier-IN-01,SKU-IN-006,Supplier-IN-13,45,43,44,40,584.42,361.65,1468.01,100.07,5.0,73.4,16107.48,1,0,1,-1,0.008,0.038,98.89,21.6
2025-01-21,2025-01-21,2025-01-22,2025-01-21,Ahmedabad,Surat,260,Road,Carrier-IN-01,SKU-IN-045,Supplier-IN-06,31,30,30,29,638.54,359.75,929.46,201.23,5.0,46.47,11609.91,1,0,1,-1,0.006,0.043,100.45,9.05
2025-05-26,2025-05-24,2025-05-24,2025-05-26,Kolkata,Patna,540,Road,Carrier-IN-06,SKU-IN-037,Supplier-IN-04,43,44,44,40,798.76,561.65,2690.11,246.17,5.0,134.51,25536.79,2,2,1,0,0.002,0.03,102.57,25.92
2024-02-13,2024-02-13,2024-02-14,2024-02-13,Pune,Nashik,160,Road,Carrier-IN-10,SKU-IN-031,Supplier-IN-09,35,30,33,30,796.2,512.21,583.23,69.62,5.0,29.16,16048.31,1,0,1,-1,0.012,0.032,97.51,5.76
2024-03-17,2024-03-15,2024-03-15,2024-03-17,Lucknow,Kanpur,90,Rail,Carrier-IN-09,SKU-IN-037,Supplier-IN-02,58,58,55,54,912.62,548.05,346.6,72.76,5.0,17.33,30031.39,1,2,0,1,0.011,0.03,98.76,2.43
2024-11-18,2024-11-18,2024-11-18,2024-11-18,Mumbai,Pune,150,Air,Carrier-IN-10,SKU-IN-010,Supplier-IN-13,29,23,23,22,160.55,95.5,1330.76,79.63,5.0,66.54,3577.93,0,0,1,0,0.004,0.009,96.63,19.8
2024-11-02,2024-10-31,2024-11-01,2024-11-02,Mumbai,Surat,280,Road,Carrier-IN-10,SKU-IN-054,Supplier-IN-13,26,22,25,23,540.43,300.45,776.39,229.49,5.0,38.82,7955.05,2,2,1,0,0.01,0.028,95.93,7.73
2025-07-07,2025-07-04,2025-07-06,2025-07-07,Chennai,Bengaluru,350,Road,Carrier-IN-03,SKU-IN-051,Supplier-IN-03,42,32,31,29,1119.33,668.83,1254.54,271.36,5.0,62.73,20984.7,2,3,0,1,0.006,0.021,101.0,12.18
2024-12-20,2024-12-19,2024-12-19,2024-12-20,Mumbai,Pune,150,Road,Carrier-IN-04,SKU-IN-054,Supplier-IN-03,37,39,43,41,1096.71,836.82,750.77,44.7,5.0,37.54,35142.63,1,1,1,0,0.01,0.025,98.46,7.38
2025-09-11,2025-09-11,2025-09-11,2025-09-11,Kochi,Bengaluru,550,Air,Carrier-IN-07,SKU-IN-050,Supplier-IN-11,24,25,27,26,483.15,319.48,5840.12,223.73,5.0,292.01,14662.34,0,0,1,0,0.012,0.024,99.2,85.8
2025-10-11,2025-10-09,2025-10-09,2025-10-11,Bengaluru,Hyderabad,570,Rail,Carrier-IN-08,SKU-IN-032,Supplier-IN-08,24,25,27,25,838.8,527.16,1019.54,298.63,5.0,50.98,14548.15,2,2,1,0,0.01,0.024,99.42,7.12
2025-07-20,2025-07-20,2025-07-20,2025-07-20,Kolkata,Patna,540,Road,Carrier-IN-10,SKU-IN-043,Supplier-IN-13,44,42,47,46,240.95,169.61,3062.62,176.35,5.0,153.13,11194.16,1,0,1,-1,0.005,0.02,100.49,29.81
2025-09-25,2025-09-25,2025-09-25,2025-09-25,Bengaluru,Hyderabad,570,Rail,Carrier-IN-02,SKU-IN-006,Supplier-IN-09,22,30,29,28,180.58,131.26,1140.72,277.22,5.0,57.04,5150.26,1,0,1,-1,0.002,0.04,99.21,7.98
2025-01-24,2025-01-22,2025-01-22,2025-01-24,Jaipur,Ajmer,135,Rail,Carrier-IN-03,SKU-IN-048,Supplier-IN-13,45,38,43,40,1063.02,771.48,388.62,64.79,5.0,19.43,31332.04,2,2,1,0,0.009,0.005,100.62,2.7
2025-01-04,2024-12-31,2025-01-02,2025-01-04,Mumbai,Delhi,1400,Road,Carrier-IN-05,SKU-IN-029,Supplier-IN-12,48,41,45,42,998.22,708.1,7211.23,265.18,5.0,360.56,37577.17,3,4,0,1,0.01,0.041,99.4,70.56
2024-04-14,2024-04-13,2024-04-13,2024-04-14,Mumbai,Surat,280,Road,Carrier-IN-07,SKU-IN-029,Supplier-IN-18,28,20,21,19,782.08,555.6,651.52,223.19,5.0,32.58,11463.69,2,1,1,-1,0.012,0.032,99.11,6.38
2025-06-08,2025-06-08,2025-06-09,2025-06-08,Kolkata,Patna,540,Road,Carrier-IN-02,SKU-IN-023,Supplier-IN-18,30,26,25,23,460.99,314.22,1543.53,227.53,5.0,77.18,9075.3,1,0,1,-1,0.006,0.038,102.13,14.9
2025-09-03,2025-08-31,2025-09-01,2025-09-03,Kochi,Bengaluru,550,Rail,Carrier-IN-07,SKU-IN-001,Supplier-IN-10,28,27,24,23,749.9,517.22,904.45,251.98,5.0,45.22,13097.71,2,3,0,1,0.017,0.032,99.28,6.33
2025-02-01,2025-01-27,2025-01-28,2025-02-01,Mumbai,Delhi,1400,Rail,Carrier-IN-09,SKU-IN-058,Supplier-IN-08,29,22,22,20,979.64,587.87,2019.58,267.99,5.0,100.98,14145.95,4,5,0,1,0.012,0.04,101.08,14.0
2025-06-17,2025-06-16,2025-06-17,2025-06-17,Mumbai,Surat,280,Road,Carrier-IN-03,SKU-IN-009,Supplier-IN-09,38,37,36,33,632.31,466.73,1146.5,272.76,5.0,57.33,16878.68,1,1,1,0,0.006,0.016,101.8,11.09
2024-10-01,2024-09-30,2024-09-30,2024-10-01,Delhi,Agra,230,Road,Carrier-IN-03,SKU-IN-028,Supplier-IN-09,27,22,21,20,770.87,581.22,552.3,264.65,5.0,27.61,12468.96,1,1,1,0,0.006,0.03,95.11,5.52
2024-11-02,2024-10-30,2024-10-31,2024-11-02,Delhi,Agra,230,Rail,Carrier-IN-06,SKU-IN-017,Supplier-IN-08,31,34,32,31,511.83,300.46,501.42,252.79,5.0,25.07,10093.54,3,3,1,0,0.008,0.038,95.93,3.56
2025-10-02,2025-10-01,2025-10-01,2025-10-02,Delhi,Agra,230,Road,Carrier-IN-04,SKU-IN-030,Supplier-IN-04,23,23,24,23,605.58,437.2,648.35,219.55,5.0,32.42,10955.92,1,1,1,0,0.014,0.026,99.27,6.35
2024-11-07,2024-11-06,2024-11-06,2024-11-07,Mumbai,Pune,150,Rail,Carrier-IN-06,SKU-IN-054,Supplier-IN-20,23,18,19,18,1173.84,708.33,190.07,103.12,5.0,9.5,13052.63,2,1,1,-1,0.01,0.037,96.13,1.35
2024-12-03,2024-12-03,2024-12-03,2024-12-03,Delhi,Agra,230,Road,Carrier-IN-10,SKU-IN-009,Supplier-IN-10,23,28,32,29,522.77,345.47,810.16,251.02,5.0,40.51,11120.32,1,0,1,-1,0.014,0.023,97.44,8.0
2025-09-09,2025-09-08,2025-09-09,2025-09-09,Jaipur,Ajmer,135,Road,Carrier-IN-06,SKU-IN-012,Supplier-IN-13,24,26,25,24,347.32,202.85,397.0,53.65,5.0,19.85,5338.9,1,1,1,0,0.008,0.013,99.22,3.89
2024-10-25,2024-10-25,2024-10-25,2024-10-25,Jaipur,Ajmer,135,Road,Carrier-IN-08,SKU-IN-037,Supplier-IN-08,20,15,14,13,204.68,113.18,211.27,123.25,5.0,10.56,1816.42,1,0,1,-1,0.009,0.021,95.64,2.11
2025-01-20,2025-01-18,2025-01-21,2025-01-20,Bengaluru,Hyderabad,570,Rail,Carrier-IN-07,SKU-IN-024,Supplier-IN-04,52,52,49,45,693.48,401.26,1843.89,281.32,5.0,92.19,20274.1,3,2,1,-1,0.007,0.018,100.39,12.83
2024-07-23,2024-07-23,2024-07-23,2024-07-23,Kochi,Bengaluru,550,Air,Carrier-IN-03,SKU-IN-044,Supplier-IN-18,37,26,27,24,388.1,296.6,5312.47,254.48,5.0,265.62,12950.97,0,0,1,0,0.003,0.036,96.23,79.2
2025-04-17,2025-04-16,2025-04-16,2025-04-17,Jaipur,Ajmer,135,Road,Carrier-IN-05,SKU-IN-054,Supplier-IN-03,54,48,46,43,338.63,231.27,725.33,97.77,5.0,36.27,10803.98,1,1,1,0,0.006,0.04,103.25,6.97
2025-05-26,2025-05-23,2025-05-25,2025-05-26,Mumbai,Surat,280,Road,Carrier-IN-04,SKU-IN-017,Supplier-IN-05,36,28,30,27,160.27,90.92,941.54,253.5,5.0,47.08,3696.96,2,3,0,1,0.005,0.024,102.57,9.07
2025-03-09,2025-03-09,2025-03-09,2025-03-09,Kolkata,Patna,540,Road,Carrier-IN-10,SKU-IN-031,Supplier-IN-19,42,42,42,41,997.04,549.21,2758.82,196.78,5.0,137.94,25611.15,1,0,1,-1,0.012,0.032,102.68,26.57
2025-07-01,2025-07-01,2025-07-03,2025-07-01,Ahmedabad,Surat,260,Rail,Carrier-IN-07,SKU-IN-035,Supplier-IN-02,33,27,29,27,1098.5,621.78,506.73,295.7,5.0,25.34,17615.83,2,0,1,-2,0.005,0.029,101.24,3.51
2025-07-03,2025-07-02,2025-07-02,2025-07-03,Kochi,Bengaluru,550,Road,Carrier-IN-02,SKU-IN-007,Supplier-IN-08,38,32,34,33,836.78,558.69,2245.08,247.77,5.0,112.25,21041.87,2,1,1,-1,0.014,0.022,101.16,21.78
2024-12-29,2024-12-28,2024-12-29,2024-12-29,Mumbai,Surat,280,Road,Carrier-IN-01,SKU-IN-037,Supplier-IN-13,32,28,26,25,1172.03,857.73,856.88,243.97,5.0,42.84,22586.94,1,1,1,0,0.011,0.007,99.02,8.4
2025-03-16,2025-03-13,2025-03-16,2025-03-16,Mumbai,Delhi,1400,Road,Carrier-IN-05,SKU-IN-015,Supplier-IN-17,51,51,58,56,463.06,268.15,9778.68,280.65,5.0,488.93,25564.66,4,3,1,-1,0.01,0.02,102.88,94.08
2025-06-15,2025-06-15,2025-06-15,2025-06-15,Ahmedabad,Surat,260,Road,Carrier-IN-10,SKU-IN-015,Supplier-IN-15,38,31,30,27,855.9,570.88,871.34,289.7,5.0,43.57,16618.37,1,0,1,-1,0.007,0.036,101.87,8.42
2025-02-04,2025-02-04,2025-02-04,2025-02-04,Delhi,Agra,230,Rail,Carrier-IN-10,SKU-IN-045,Supplier-IN-17,36,31,28,27,758.72,533.7,448.26,270.16,5.0,22.41,15150.73,1,0,1,-1,0.012,0.016,101.24,3.11
2024-12-19,2024-12-17,2024-12-17,2024-12-19,Mumbai,Pune,150,Road,Carrier-IN-05,SKU-IN-027,Supplier-IN-03,26,20,22,20,859.69,522.01,366.1,103.7,5.0,18.3,10928.3,1,2,0,1,0.007,0.033,98.39,3.6
2024-05-25,2024-05-25,2024-05-25,2024-05-25,Chennai,Bengaluru,350,Road,Carrier-IN-08,SKU-IN-051,Supplier-IN-07,32,31,35,34,783.99,520.15,1452.63,239.39,5.0,72.63,19449.75,2,0,1,-2,0.012,0.012,98.45,14.28
2025-05-09,2025-05-09,2025-05-10,2025-05-09,Chennai,Bengaluru,350,Road,Carrier-IN-08,SKU-IN-047,Supplier-IN-15,42,33,34,33,973.17,623.61,1441.44,262.2,5.0,72.07,22354.84,1,0,1,-1,0.01,0.023,103.0,13.86
